match_id,player_index,champion,subteamId,kills,deaths,assists,kda,goldEarned,champLevel,totalDamageDealtToChampions,totalDamageTaken,totalHeal,damageSelfMitigated,teamDamagePercentage,damageTakenOnTeamPercentage,abilityUses,skillshotsHit,skillshotsDodged,augments,gameDuration
TR1_1653938102,11,Azir,2,2,8,2,0.5,8200,13,18636,20297,1485,12756,0.12131280018121428,0.11021117127556267,151,164,310,"[234, 51]",1472
TR1_1653938102,12,Jhin,6,6,8,6,1.5,13010,17,36365,30620,8771,15456,0.10400058344060424,0.0932555203677878,246,11,30,"[219, 138, 84, 89]",1472
TR1_1653938102,13,Ashe,7,4,7,2,0.86,7500,14,22917,17807,1876,7928,0.14917969011902132,0.0966908672605139,105,32,371,"[224, 22, 89]",1472
TR1_1653938102,14,Alistar,8,7,5,16,4.6,18750,18,14389,52620,28461,202571,0.041152389145342604,0.16025972621075074,184,0,37,"[41, 218, 2, 94]",1472
TR1_1653938102,15,Rumble,6,7,6,5,2.0,13000,17,28635,26811,3008,68879,0.0818938361808744,0.0816566751646596,338,31,61,"[219, 44, 180, 64]",1472
TR1_1653938102,16,Jhin,7,3,7,3,0.86,7500,14,19715,19035,3060,11717,0.12833585176292117,0.10335849056963943,119,2,61,"[195, 251, 150]",1472
TR1_1653928089,1,Neeko,8,3,6,6,1.5,12825,16,32143,24106,2355,19936,0.08214533381408028,0.04565140927417399,194,24,55,"[156, 22, 2]",1678
TR1_1653928089,2,Jax,3,19,9,5,2.67,20120,18,111740,61818,44589,103869,0.18276938607090432,0.11083429762783273,336,0,75,"[219, 51, 215, 218]",1678
TR1_1653928089,3,Karma,3,7,5,18,5.0,21895,18,44058,60477,31220,163182,0.07206440333822359,0.1084298272158692,443,66,94,"[219, 37, 33, 60]",1678
TR1_1653928089,4,Thresh,2,12,10,5,1.7,13910,18,71865,85782,20678,234658,0.18365973259286753,0.16244779203345436,228,37,324,"[18, 204, 29, 39]",1678
TR1_1653928089,5,Nunu,2,5,12,9,1.17,15115,18,48024,148636,122989,182715,0.12273065845273293,0.2814732676370381,433,153,405,"[41, 251, 103, 120]",1678
TR1_1653928089,6,Shaco,4,12,15,4,1.07,19505,18,51655,47964,6723,57531,0.08449058229456785,0.08599620413568743,351,0,105,"[310, 172, 63, 237]",1678
