match_id,player_index,champion,subteamId,kills,deaths,assists,kda,goldEarned,champLevel,totalDamageDealtToChampions,totalDamageTaken,totalHeal,damageSelfMitigated,teamDamagePercentage,damageTakenOnTeamPercentage,abilityUses,skillshotsHit,skillshotsDodged,augments,gameDuration
EUW1_7616292309,2,Gangplank,3,5,5,5,2.0,10302,15,23497,26029,11076,22892,0.15328482088922346,0.15454221957049458,255,0,40,"[195, 102, 187, 216]",1376
EUW1_7616292309,3,Blitzcrank,6,2,8,2,0.5,10750,15,12694,18983,3283,24716,0.08280797452561568,0.11270876774703631,155,9,44,"[58, 136, 251, 323]",1376
EUW1_7616292309,4,Syndra,1,6,7,3,1.29,12270,16,21166,22148,5109,16870,0.13807373564659134,0.13149982615817832,205,9,650,"[30, 105, 56, 45]",1376
EUW1_7616292309,5,Brand,1,4,8,4,1.0,10751,16,25303,22826,1658,15350,0.16506369640830526,0.13552193092013154,317,92,288,"[48, 2, 103, 320]",1376
EUW1_7616292309,6,Quinn,6,4,7,1,0.71,9375,15,18742,19528,2930,16969,0.12226488740365551,0.11594664487603332,55,4,102,"[195, 226, 113, 80]",1376
EUW1_7616292309,7,Shyvana,4,8,7,8,2.29,11800,17,31045,30780,8812,36087,0.07861807576246921,0.08050810758842404,199,6,35,"[45, 138, 129, 7, 84]",1376
EUW1_7616292309,8,Kalista,4,9,6,5,2.33,11830,17,31083,20531,8678,22990,0.07871583954382626,0.053701350114478436,137,5,59,"[6, 34, 84, 69, 107]",1376
EUW1_7616292309,9,Rammus,5,6,7,12,2.57,16510,18,47129,71995,19575,136718,0.1193494366890091,0.18830682723020942,188,0,32,"[216, 181, 85, 219, 90]",1376
EUW1_7616292309,10,Senna,5,12,11,4,1.45,15118,18,36829,33180,23049,21371,0.09326668698309429,0.08678468987172255,150,18,37,"[220, 87, 51, 58, 113]",1376
EUW1_7616292309,11,Tristana,8,4,7,4,1.14,10300,15,13093,20288,3044,14439,0.08541349981936007,0.12045664083006394,108,0,59,"[228, 305, 170, 22]",1376
