match_id,player_index,champion,subteamId,kills,deaths,assists,kda,goldEarned,champLevel,totalDamageDealtToChampions,totalDamageTaken,totalHeal,damageSelfMitigated,teamDamagePercentage,damageTakenOnTeamPercentage,abilityUses,skillshotsHit,skillshotsDodged,augments,gameDuration,augment_name,rarity
TR1_1652254492,13,Illaoi,7,10,6,6,2.67,18775,18,54529,50442,19400,100601,0.1377637064229536,0.1547358904814468,211,13,31,66,1515,Quantum Computing,2.0
TR1_1652254492,13,Illaoi,7,10,6,6,2.67,18775,18,54529,50442,19400,100601,0.1377637064229536,0.1547358904814468,211,13,31,64,1515,Perseverance,1.0
TR1_1652254492,14,Caitlyn,7,10,10,7,1.7,22550,18,60438,40365,5730,26453,0.1526913834591589,0.1238251830048086,103,14,30,22,1515,Deft,0.0
TR1_1652254492,14,Caitlyn,7,10,10,7,1.7,22550,18,60438,40365,5730,26453,0.1526913834591589,0.1238251830048086,103,14,30,116,1515,Flashy,1.0
TR1_1652254492,14,Caitlyn,7,10,10,7,1.7,22550,18,60438,40365,5730,26453,0.1526913834591589,0.1238251830048086,103,14,30,88,1515,Ultimate Revolution,2.0
TR1_1652254492,14,Caitlyn,7,10,10,7,1.7,22550,18,60438,40365,5730,26453,0.1526913834591589,0.1238251830048086,103,14,30,52,1515,Lightning Strikes,1.0
TR1_1652254492,15,Gnar,8,2,8,8,1.25,10760,16,22621,40399,12244,35473,0.1163001004178529,0.1440812393541453,105,25,45,138,1515,Goredrink,0.0
TR1_1652254492,15,Gnar,8,2,8,8,1.25,10760,16,22621,40399,12244,35473,0.1163001004178529,0.1440812393541453,105,25,45,241,1515,Hat Trick,1.0
TR1_1652254492,15,Gnar,8,2,8,8,1.25,10760,16,22621,40399,12244,35473,0.1163001004178529,0.1440812393541453,105,25,45,323,1515,Cerberus,2.0
TR1_1652254492,16,Nasus,8,10,6,2,2.0,10755,16,22082,46016,13358,41832,0.1135303429755927,0.1641150840233174,291,0,22,181,1515,Heavy Hitter,0.0
TR1_1652254492,16,Nasus,8,10,6,2,2.0,10755,16,22082,46016,13358,41832,0.1135303429755927,0.1641150840233174,291,0,22,23,1515,Demon's Dance,1.0
TR1_1652254492,16,Nasus,8,10,6,2,2.0,10755,16,22082,46016,13358,41832,0.1135303429755927,0.1641150840233174,291,0,22,1,1515,Accelerating Sorcery,2.0
TR1_1652245094,1,Tristana,6,7,8,5,1.5,11560,16,36093,24176,4105,10042,0.1872148300675166,0.102983036800306,134,0,30,225,1545,Dual Wield,2.0
TR1_1652245094,1,Tristana,6,7,8,5,1.5,11560,16,36093,24176,4105,10042,0.1872148300675166,0.102983036800306,134,0,30,223,1545,Summoner Revolution,1.0
TR1_1652245094,1,Tristana,6,7,8,5,1.5,11560,16,36093,24176,4105,10042,0.1872148300675166,0.102983036800306,134,0,30,105,1545,Homeguard,0.0
TR1_1652245094,2,Jhin,8,11,7,2,1.86,12570,15,36993,21814,1440,8283,0.1918850805855454,0.0929189767479743,126,3,13,219,1545,Doomsayer,2.0
TR1_1652245094,2,Jhin,8,11,7,2,1.86,12570,15,36993,21814,1440,8283,0.1918850805855454,0.0929189767479743,126,3,13,61,1545,OK Boomerang,1.0
TR1_1652245094,2,Jhin,8,11,7,2,1.86,12570,15,36993,21814,1440,8283,0.1918850805855454,0.0929189767479743,126,3,13,322,1545,Augmented Power,0.0
TR1_1652245094,3,Ivern,2,6,6,17,3.83,19165,18,43501,34857,10399,159976,0.1010100720582854,0.0871712401655245,756,50,140,1,1545,Accelerating Sorcery,2.0
TR1_1652245094,3,Ivern,2,6,6,17,3.83,19165,18,43501,34857,10399,159976,0.1010100720582854,0.0871712401655245,756,50,140,118,1545,Critical Healing,1.0
TR1_1652245094,3,Ivern,2,6,6,17,3.83,19165,18,43501,34857,10399,159976,0.1010100720582854,0.0871712401655245,756,50,140,76,1545,Sonic Boom,0.0
TR1_1652245094,3,Ivern,2,6,6,17,3.83,19165,18,43501,34857,10399,159976,0.1010100720582854,0.0871712401655245,756,50,140,141,1545,All For You,1.0
TR1_1652245094,4,Orianna,2,18,5,6,4.8,23130,18,117231,39971,8630,110065,0.272211606993245,0.0999608547374715,663,94,104,156,1545,Quest: Wooglet's Witchcap,2.0
TR1_1652245094,4,Orianna,2,18,5,6,4.8,23130,18,117231,39971,8630,110065,0.272211606993245,0.0999608547374715,663,94,104,180,1545,Big Brain,1.0
TR1_1652245094,4,Orianna,2,18,5,6,4.8,23130,18,117231,39971,8630,110065,0.272211606993245,0.0999608547374715,663,94,104,170,1545,Scoped Weapons,0.0
TR1_1652245094,4,Orianna,2,18,5,6,4.8,23130,18,117231,39971,8630,110065,0.272211606993245,0.0999608547374715,663,94,104,16,1545,Combo Master,1.0
TR1_1652245094,5,Lux,7,3,7,9,1.71,12185,17,31267,27395,2570,17604,0.0726036763822724,0.0685097092207998,350,13,44,86,1545,Trueshot Prodigy,2.0
TR1_1652245094,5,Lux,7,3,7,9,1.71,12185,17,31267,27395,2570,17604,0.0726036763822724,0.0685097092207998,350,13,44,113,1545,Skilled Sniper,1.0
TR1_1652245094,5,Lux,7,3,7,9,1.71,12185,17,31267,27395,2570,17604,0.0726036763822724,0.0685097092207998,350,13,44,322,1545,Augmented Power,0.0
TR1_1652245094,5,Lux,7,3,7,9,1.71,12185,17,31267,27395,2570,17604,0.0726036763822724,0.0685097092207998,350,13,44,24,1545,Die Another Day,1.0
TR1_1652245094,6,Seraphine,6,6,5,6,2.4,11300,17,24452,29226,6500,24702,0.1268343724479148,0.1244931894831215,335,67,116,48,1545,Jeweled Gauntlet,2.0
TR1_1652245094,6,Seraphine,6,6,5,6,2.4,11300,17,24452,29226,6500,24702,0.1268343724479148,0.1244931894831215,335,67,116,68,1545,Recursion,1.0
TR1_1652245094,6,Seraphine,6,6,5,6,2.4,11300,17,24452,29226,6500,24702,0.1268343724479148,0.1244931894831215,335,67,116,56,1545,Mind to Matter,0.0
TR1_1652245094,7,Shaco,5,2,8,0,0.25,6250,12,7433,16488,1546,11292,0.0385563553295743,0.0702323314059563,88,0,7,228,1545,Stats on Stats on Stats!,2.0
TR1_1652245094,7,Shaco,5,2,8,0,0.25,6250,12,7433,16488,1546,11292,0.0385563553295743,0.0702323314059563,88,0,7,71,1545,Scopier Weapons,1.0
TR1_1652245094,8,Leblanc,5,0,7,2,0.29,6250,12,8403,15409,1014,8268,0.0435899976603006,0.0656394884230718,136,11,19,30,1545,Eureka,2.0
TR1_1652245094,8,Leblanc,5,0,7,2,0.29,6250,12,8403,15409,1014,8268,0.0435899976603006,0.0656394884230718,136,11,19,77,1545,Soul Siphon,1.0
TR1_1652245094,9,Lulu,1,2,7,3,0.71,7300,14,10864,32446,8993,42654,0.0563558272533607,0.1382068434909523,204,23,43,156,1545,Quest: Wooglet's Witchcap,2.0
TR1_1652245094,9,Lulu,1,2,7,3,0.71,7300,14,10864,32446,8993,42654,0.0563558272533607,0.1382068434909523,204,23,43,94,1545,Willing Sacrifice,1.0
TR1_1652245094,9,Lulu,1,2,7,3,0.71,7300,14,10864,32446,8993,42654,0.0563558272533607,0.1382068434909523,204,23,43,222,1545,Fruits of Your Labor,0.0
TR1_1652245094,10,Mordekaiser,1,4,8,2,0.75,7350,14,42925,60813,37119,95312,0.2226549269220885,0.2590369864949391,194,0,32,219,1545,Doomsayer,2.0
TR1_1652245094,10,Mordekaiser,1,4,8,2,0.75,7350,14,42925,60813,37119,95312,0.2226549269220885,0.2590369864949391,194,0,32,20,1545,Dawnbringer's Resolve,1.0
TR1_1652245094,10,Mordekaiser,1,4,8,2,0.75,7350,14,42925,60813,37119,95312,0.2226549269220885,0.2590369864949391,194,0,32,205,1545,ADAPt,0.0
TR1_1652245094,11,Jinx,8,2,7,8,1.43,10385,15,25623,34390,11412,20882,0.1329086097336989,0.1464891471536785,57,6,30,134,1545,Draw Your Sword,2.0
TR1_1652245094,11,Jinx,8,2,7,8,1.43,10385,15,25623,34390,11412,20882,0.1329086097336989,0.1464891471536785,57,6,30,74,1545,Shrink Ray,1.0
TR1_1652245094,11,Jinx,8,2,7,8,1.43,10385,15,25623,34390,11412,20882,0.1329086097336989,0.1464891471536785,57,6,30,206,1545,escAPADe,0.0
TR1_1652245094,12,Sylas,7,10,5,2,2.4,10855,18,46229,57035,25349,64611,0.1073445576945833,0.1426346809207835,490,22,60,19,1545,Dashing,2.0
TR1_1652245094,12,Sylas,7,10,5,2,2.4,10855,18,46229,57035,25349,64611,0.1073445576945833,0.1426346809207835,490,22,60,68,1545,Recursion,1.0
TR1_1652245094,12,Sylas,7,10,5,2,2.4,10855,18,46229,57035,25349,64611,0.1073445576945833,0.1426346809207835,490,22,60,308,1545,Firefox,0.0
TR1_1652245094,12,Sylas,7,10,5,2,2.4,10855,18,46229,57035,25349,64611,0.1073445576945833,0.1426346809207835,490,22,60,84,1545,Thread the Needle,1.0
TR1_1652245094,13,Darius,4,6,11,11,1.55,19434,18,56110,41267,6186,48752,0.1302901780057466,0.1032012798758105,207,0,41,6,1545,Blade Waltz,2.0
TR1_1652245094,13,Darius,4,6,11,11,1.55,19434,18,56110,41267,6186,48752,0.1302901780057466,0.1032012798758105,207,0,41,38,1545,From Beginning to End,1.0
TR1_1652245094,13,Darius,4,6,11,11,1.55,19434,18,56110,41267,6186,48752,0.1302901780057466,0.1032012798758105,207,0,41,34,1545,Fallen Aegis,0.0
TR1_1652245094,13,Darius,4,6,11,11,1.55,19434,18,56110,41267,6186,48752,0.1302901780057466,0.1032012798758105,207,0,41,238,1545,Transmute: Prismatic,1.0
TR1_1652245094,14,Swain,4,17,5,6,4.6,22345,18,60142,114926,70846,138091,0.1396511573463799,0.2874067994594218,458,21,82,45,1545,Infernal Conduit,2.0
TR1_1652245094,14,Swain,4,17,5,6,4.6,22345,18,60142,114926,70846,138091,0.1396511573463799,0.2874067994594218,458,21,82,67,1545,Rabble Rousing,1.0
TR1_1652245094,14,Swain,4,17,5,6,4.6,22345,18,60142,114926,70846,138091,0.1396511573463799,0.2874067994594218,458,21,82,85,1545,Tormentor,0.0
TR1_1652245094,14,Swain,4,17,5,6,4.6,22345,18,60142,114926,70846,138091,0.1396511573463799,0.2874067994594218,458,21,82,92,1545,Vulnerability,1.0
TR1_1652245094,15,Amumu,3,6,6,8,2.33,11060,17,27459,37577,5179,46277,0.0637619562823411,0.0939730616667222,100,14,28,193,1545,Center of the Universe,2.0
TR1_1652245094,15,Amumu,3,6,6,8,2.33,11060,17,27459,37577,5179,46277,0.0637619562823411,0.0939730616667222,100,14,28,94,1545,Willing Sacrifice,1.0
TR1_1652245094,15,Amumu,3,6,6,8,2.33,11060,17,27459,37577,5179,46277,0.0637619562823411,0.0939730616667222,100,14,28,42,1545,Guilty Pleasure,0.0
TR1_1652245094,15,Amumu,3,6,6,8,2.33,11060,17,27459,37577,5179,46277,0.0637619562823411,0.0939730616667222,100,14,28,21,1545,Defensive Maneuvers,1.0
TR1_1652245094,16,AurelionSol,3,8,6,5,2.17,11020,17,48719,46842,4576,27191,0.1131267952371461,0.1171423739534659,149,0,13,41,1545,Goliath,2.0
TR1_1652245094,16,AurelionSol,3,8,6,5,2.17,11020,17,48719,46842,4576,27191,0.1131267952371461,0.1171423739534659,149,0,13,133,1545,Magic Missile,1.0
TR1_1652245094,16,AurelionSol,3,8,6,5,2.17,11020,17,48719,46842,4576,27191,0.1131267952371461,0.1171423739534659,149,0,13,44,1545,Ice Cold,0.0
TR1_1652245094,16,AurelionSol,3,8,6,5,2.17,11020,17,48719,46842,4576,27191,0.1131267952371461,0.1171423739534659,149,0,13,151,1545,Bread And Cheese,1.0
TR1_1652137043,1,Yone,7,3,9,6,1.0,13050,17,26087,27968,3223,23662,0.0584341624029335,0.0744403238378617,192,2,23,81,1497,Tap Dancer,2.0
TR1_1652137043,1,Yone,7,3,9,6,1.0,13050,17,26087,27968,3223,23662,0.0584341624029335,0.0744403238378617,192,2,23,176,1497,Snowball Fight!,0.0
TR1_1652137043,1,Yone,7,3,9,6,1.0,13050,17,26087,27968,3223,23662,0.0584341624029335,0.0744403238378617,192,2,23,22,1497,Deft,0.0
TR1_1652137043,1,Yone,7,3,9,6,1.0,13050,17,26087,27968,3223,23662,0.0584341624029335,0.0744403238378617,192,2,23,118,1497,Critical Healing,1.0
TR1_1652137043,2,Qiyana,2,11,11,14,2.27,27760,18,79407,51788,18507,51477,0.1778668059469844,0.1378376639314005,752,42,238,19,1497,Dashing,2.0
TR1_1652137043,2,Qiyana,2,11,11,14,2.27,27760,18,79407,51788,18507,51477,0.1778668059469844,0.1378376639314005,752,42,238,221,1497,Trailblazer,0.0
TR1_1652137043,2,Qiyana,2,11,11,14,2.27,27760,18,79407,51788,18507,51477,0.1778668059469844,0.1378376639314005,752,42,238,206,1497,escAPADe,0.0
TR1_1652137043,3,Chogath,2,14,8,7,2.62,23360,18,45576,95613,24453,168621,0.1020885664748695,0.2544815248439453,284,0,83,88,1497,Ultimate Revolution,2.0
TR1_1652137043,3,Chogath,2,14,8,7,2.62,23360,18,45576,95613,24453,168621,0.1020885664748695,0.2544815248439453,284,0,83,305,1497,Leg Day,0.0
TR1_1652137043,3,Chogath,2,14,8,7,2.62,23360,18,45576,95613,24453,168621,0.1020885664748695,0.2544815248439453,284,0,83,181,1497,Heavy Hitter,0.0
TR1_1652137043,3,Chogath,2,14,8,7,2.62,23360,18,45576,95613,24453,168621,0.1020885664748695,0.2544815248439453,284,0,83,313,1497,Tank Engine,1.0
TR1_1652137043,4,Mel,1,9,9,1,1.11,12830,16,34823,28133,4823,18286,0.1298735556541754,0.0794067240170723,278,74,194,45,1497,Infernal Conduit,2.0
TR1_1652137043,4,Mel,1,9,9,1,1.11,12830,16,34823,28133,4823,18286,0.1298735556541754,0.0794067240170723,278,74,194,32,1497,Executioner,0.0
TR1_1652137043,4,Mel,1,9,9,1,1.11,12830,16,34823,28133,4823,18286,0.1298735556541754,0.0794067240170723,278,74,194,205,1497,ADAPt,0.0
TR1_1652137043,5,Maokai,1,1,7,9,1.43,11300,16,35177,38573,11487,56136,0.1311935314180294,0.1088718597731499,164,7,134,75,1497,Slow Cooker,2.0
TR1_1652137043,5,Maokai,1,1,7,9,1.43,11300,16,35177,38573,11487,56136,0.1311935314180294,0.1088718597731499,164,7,134,181,1497,Heavy Hitter,0.0
TR1_1652137043,6,Thresh,6,4,11,9,1.18,14061,16,37520,41257,4617,99816,0.1399309793418337,0.1164468896636854,162,5,42,234,1497,Gamba Anvil,2.0
TR1_1652137043,6,Thresh,6,4,11,9,1.18,14061,16,37520,41257,4617,99816,0.1399309793418337,0.1164468896636854,162,5,42,241,1497,Hat Trick,1.0
TR1_1652137043,6,Thresh,6,4,11,9,1.18,14061,16,37520,41257,4617,99816,0.1399309793418337,0.1164468896636854,162,5,42,320,1497,Calculated Risk,0.0
TR1_1652137043,7,Zac,6,9,5,4,2.6,10750,16,54854,82584,72800,117542,0.2045785722394967,0.2330911307168201,165,4,64,66,1497,Quantum Computing,2.0
TR1_1652137043,7,Zac,6,9,5,4,2.6,10750,16,54854,82584,72800,117542,0.2045785722394967,0.2330911307168201,165,4,64,97,1497,Witchful Thinking,0.0
TR1_1652137043,7,Zac,6,9,5,4,2.6,10750,16,54854,82584,72800,117542,0.2045785722394967,0.2330911307168201,165,4,64,237,1497,Transmute: Gold,0.0
TR1_1652137043,8,Nidalee,5,15,6,6,3.5,21850,18,70718,48167,26071,32781,0.1584049694118885,0.1282005264510619,406,128,222,156,1497,Quest: Wooglet's Witchcap,2.0
TR1_1652137043,8,Nidalee,5,15,6,6,3.5,21850,18,70718,48167,26071,32781,0.1584049694118885,0.1282005264510619,406,128,222,32,1497,Executioner,0.0
TR1_1652137043,8,Nidalee,5,15,6,6,3.5,21850,18,70718,48167,26071,32781,0.1584049694118885,0.1282005264510619,406,128,222,49,1497,Juice Box,0.0
TR1_1652137043,8,Nidalee,5,15,6,6,3.5,21850,18,70718,48167,26071,32781,0.1584049694118885,0.1282005264510619,406,128,222,2,1497,Apex Inventor,1.0
TR1_1652137043,9,Vayne,7,10,8,3,1.62,13550,17,46039,47143,8498,16001,0.1031254866072707,0.1254751579988946,171,43,81,115,1497,Scopiest Weapons,2.0
TR1_1652137043,9,Vayne,7,10,8,3,1.62,13550,17,46039,47143,8498,16001,0.1031254866072707,0.1254751579988946,171,43,81,46,1497,Infernal Soul,0.0
TR1_1652137043,9,Vayne,7,10,8,3,1.62,13550,17,46039,47143,8498,16001,0.1031254866072707,0.1254751579988946,171,43,81,120,1497,Serve Beyond Death,0.0
TR1_1652137043,9,Vayne,7,10,8,3,1.62,13550,17,46039,47143,8498,16001,0.1031254866072707,0.1254751579988946,171,43,81,211,1497,It's Killing Time,1.0
TR1_1652137043,10,Hwei,5,8,3,15,7.67,24250,18,88292,47154,22000,33045,0.197769890676538,0.125503374732813,691,69,147,45,1497,Infernal Conduit,2.0
TR1_1652137043,10,Hwei,5,8,3,15,7.67,24250,18,88292,47154,22000,33045,0.197769890676538,0.125503374732813,691,69,147,138,1497,Goredrink,0.0
TR1_1652137043,10,Hwei,5,8,3,15,7.67,24250,18,88292,47154,22000,33045,0.197769890676538,0.125503374732813,691,69,147,44,1497,Ice Cold,0.0
TR1_1652137043,10,Hwei,5,8,3,15,7.67,24250,18,88292,47154,22000,33045,0.197769890676538,0.125503374732813,691,69,147,67,1497,Rabble Rousing,1.0
TR1_1652137043,11,TwistedFate,3,9,7,6,2.14,16195,18,47419,25083,4611,22925,0.1062154051801794,0.0667606416984336,318,39,131,48,1497,Jeweled Gauntlet,2.0
TR1_1652137043,11,TwistedFate,3,9,7,6,2.14,16195,18,47419,25083,4611,22925,0.1062154051801794,0.0667606416984336,318,39,131,205,1497,ADAPt,0.0
TR1_1652137043,11,TwistedFate,3,9,7,6,2.14,16195,18,47419,25083,4611,22925,0.1062154051801794,0.0667606416984336,318,39,131,69,1497,Repulsor,0.0
TR1_1652137043,11,TwistedFate,3,9,7,6,2.14,16195,18,47419,25083,4611,22925,0.1062154051801794,0.0667606416984336,318,39,131,103,1497,Bread And Butter,1.0
TR1_1652137043,12,Jhin,3,9,7,9,2.57,17125,18,42900,32800,5239,13224,0.0960947132993356,0.0873007865055892,107,6,32,66,1497,Quantum Computing,2.0
TR1_1652137043,12,Jhin,3,9,7,9,2.57,17125,18,42900,32800,5239,13224,0.0960947132993356,0.0873007865055892,107,6,32,105,1497,Homeguard,0.0
TR1_1652137043,12,Jhin,3,9,7,9,2.57,17125,18,42900,32800,5239,13224,0.0960947132993356,0.0873007865055892,107,6,32,22,1497,Deft,0.0
TR1_1652137043,12,Jhin,3,9,7,9,2.57,17125,18,42900,32800,5239,13224,0.0960947132993356,0.0873007865055892,107,6,32,113,1497,Skilled Sniper,1.0
TR1_1652137043,13,Samira,8,0,6,3,0.5,7210,13,17267,14778,1411,11572,0.0643999854493384,0.0417104118577138,102,19,44,243,1497,Transmute: Chaos,2.0
TR1_1652137043,13,Samira,8,0,6,3,0.5,7210,13,17267,14778,1411,11572,0.0643999854493384,0.0417104118577138,102,19,44,73,1497,Shadow Runner,0.0
TR1_1652137043,14,Ekko,4,5,8,3,1.0,10550,15,30087,49325,16172,55207,0.1122104976671522,0.1392193657191943,206,46,74,233,1497,Ultimate Roulette,2.0
TR1_1652137043,14,Ekko,4,5,8,3,1.0,10550,15,30087,49325,16172,55207,0.1122104976671522,0.1392193657191943,206,46,74,57,1497,Mountain Soul,0.0
TR1_1652137043,14,Ekko,4,5,8,3,1.0,10550,15,30087,49325,16172,55207,0.1122104976671522,0.1392193657191943,206,46,74,56,1497,Mind to Matter,0.0
TR1_1652137043,15,Khazix,8,4,8,0,0.5,7500,13,18087,17536,2176,9815,0.0674577804644024,0.0494972885421275,106,7,23,310,1497,Clown College,2.0
TR1_1652137043,15,Khazix,8,4,8,0,0.5,7500,13,18087,17536,2176,9815,0.0674577804644024,0.0494972885421275,106,7,23,170,1497,Scoped Weapons,0.0
TR1_1652137043,16,Volibear,4,7,5,4,2.2,9750,16,40315,82111,46074,128485,0.1503550977655716,0.2317563297102365,267,0,54,216,1497,Dreadbringer,2.0
TR1_1652137043,16,Volibear,4,7,5,4,2.2,9750,16,40315,82111,46074,128485,0.1503550977655716,0.2317563297102365,267,0,54,60,1497,Ocean Soul,0.0
TR1_1652137043,16,Volibear,4,7,5,4,2.2,9750,16,40315,82111,46074,128485,0.1503550977655716,0.2317563297102365,267,0,54,46,1497,Infernal Soul,0.0
TR1_1652126973,1,Draven,6,14,6,7,3.5,23875,18,73045,60350,35345,51251,0.1535197101745233,0.1114326483236899,219,16,38,134,1577,Draw Your Sword,2.0
TR1_1652126973,1,Draven,6,14,6,7,3.5,23875,18,73045,60350,35345,51251,0.1535197101745233,0.1114326483236899,219,16,38,52,1577,Lightning Strikes,1.0
TR1_1652126973,1,Draven,6,14,6,7,3.5,23875,18,73045,60350,35345,51251,0.1535197101745233,0.1114326483236899,219,16,38,7,1577,Blunt Force,0.0
TR1_1652126973,1,Draven,6,14,6,7,3.5,23875,18,73045,60350,35345,51251,0.1535197101745233,0.1114326483236899,219,16,38,79,1577,Symphony of War,2.0
TR1_1652126973,2,Pantheon,6,8,6,11,3.17,18525,18,55248,46187,15639,42828,0.1161155928986784,0.085282115996519,164,2,34,310,1577,Clown College,2.0
TR1_1652126973,2,Pantheon,6,8,6,11,3.17,18525,18,55248,46187,15639,42828,0.1161155928986784,0.085282115996519,164,2,34,82,1577,The Brutalizer,1.0
TR1_1652126973,2,Pantheon,6,8,6,11,3.17,18525,18,55248,46187,15639,42828,0.1161155928986784,0.085282115996519,164,2,34,80,1577,Tank It Or Leave It,0.0
TR1_1652126973,2,Pantheon,6,8,6,11,3.17,18525,18,55248,46187,15639,42828,0.1161155928986784,0.085282115996519,164,2,34,19,1577,Dashing,2.0
TR1_1652126973,3,Nunu,1,11,5,8,3.8,13500,18,46210,117813,93707,253688,0.0971204151709446,0.2175333048973903,651,282,446,1,1577,Accelerating Sorcery,2.0
TR1_1652126973,3,Nunu,1,11,5,8,3.8,13500,18,46210,117813,93707,253688,0.0971204151709446,0.2175333048973903,651,282,446,90,1577,Vengeance,1.0
TR1_1652126973,3,Nunu,1,11,5,8,3.8,13500,18,46210,117813,93707,253688,0.0971204151709446,0.2175333048973903,651,282,446,44,1577,Ice Cold,0.0
TR1_1652126973,3,Nunu,1,11,5,8,3.8,13500,18,46210,117813,93707,253688,0.0971204151709446,0.2175333048973903,651,282,446,18,1577,Courage of the Colossus,2.0
TR1_1652126973,4,Twitch,1,8,9,8,1.78,13510,18,66640,39267,3066,43092,0.1400592934103822,0.0725054301192663,182,13,89,62,1577,Omni Soul,2.0
TR1_1652126973,4,Twitch,1,8,9,8,1.78,13510,18,66640,39267,3066,43092,0.1400592934103822,0.0725054301192663,182,13,89,92,1577,Vulnerability,1.0
TR1_1652126973,4,Twitch,1,8,9,8,1.78,13510,18,66640,39267,3066,43092,0.1400592934103822,0.0725054301192663,182,13,89,172,1577,Mirror Image,0.0
TR1_1652126973,4,Twitch,1,8,9,8,1.78,13510,18,66640,39267,3066,43092,0.1400592934103822,0.0725054301192663,182,13,89,166,1577,Chain Lightning,2.0
TR1_1652126973,5,Orianna,2,2,6,2,0.67,6500,12,7714,13799,1927,8813,0.030217713131665,0.0547345749019744,159,26,40,194,1577,Fey Magic,2.0
TR1_1652126973,6,Talon,2,2,7,2,0.57,6825,12,10011,12478,930,8110,0.0392132656109876,0.0494952152170983,135,39,153,48,1577,Jeweled Gauntlet,2.0
TR1_1652126973,6,Talon,2,2,7,2,0.57,6825,12,10011,12478,930,8110,0.0392132656109876,0.0494952152170983,135,39,153,150,1577,Bread And Jam,1.0
TR1_1652126973,7,Gragas,3,18,9,5,2.56,22850,18,100681,39093,11360,84481,0.2116026491788655,0.0721828534898984,476,3,51,48,1577,Jeweled Gauntlet,2.0
TR1_1652126973,7,Gragas,3,18,9,5,2.56,22850,18,100681,39093,11360,84481,0.2116026491788655,0.0721828534898984,476,3,51,311,1577,Overflow,1.0
TR1_1652126973,7,Gragas,3,18,9,5,2.56,22850,18,100681,39093,11360,84481,0.2116026491788655,0.0721828534898984,476,3,51,32,1577,Executioner,0.0
TR1_1652126973,7,Gragas,3,18,9,5,2.56,22850,18,100681,39093,11360,84481,0.2116026491788655,0.0721828534898984,476,3,51,30,1577,Eureka,2.0
TR1_1652126973,8,Nautilus,3,6,6,16,3.67,22910,18,42772,55614,6389,254800,0.0898960252522709,0.1026874129898155,219,0,47,18,1577,Courage of the Colossus,2.0
TR1_1652126973,8,Nautilus,3,6,6,16,3.67,22910,18,42772,55614,6389,254800,0.0898960252522709,0.1026874129898155,219,0,47,301,1577,Divine Intervention,1.0
TR1_1652126973,8,Nautilus,3,6,6,16,3.67,22910,18,42772,55614,6389,254800,0.0898960252522709,0.1026874129898155,219,0,47,108,1577,Self Destruct,0.0
TR1_1652126973,8,Nautilus,3,6,6,16,3.67,22910,18,42772,55614,6389,254800,0.0898960252522709,0.1026874129898155,219,0,47,174,1577,Laser Eyes,2.0
TR1_1652126973,9,Nasus,4,10,11,4,1.27,15090,17,36292,90644,53196,123492,0.0762765351344198,0.1673691625541704,331,0,47,234,1577,Gamba Anvil,2.0
TR1_1652126973,9,Nasus,4,10,11,4,1.27,15090,17,36292,90644,53196,123492,0.0762765351344198,0.1673691625541704,331,0,47,217,1577,Deathtouch,1.0
TR1_1652126973,9,Nasus,4,10,11,4,1.27,15090,17,36292,90644,53196,123492,0.0762765351344198,0.1673691625541704,331,0,47,138,1577,Goredrink,0.0
TR1_1652126973,9,Nasus,4,10,11,4,1.27,15090,17,36292,90644,53196,123492,0.0762765351344198,0.1673691625541704,331,0,47,228,1577,Stats on Stats on Stats!,2.0
TR1_1652126973,10,Nautilus,4,7,7,10,2.43,15060,23,54912,92615,34098,178386,0.1154097787799151,0.1710070716292498,287,29,72,216,1577,Dreadbringer,2.0
TR1_1652126973,10,Nautilus,4,7,7,10,2.43,15060,23,54912,92615,34098,178386,0.1154097787799151,0.1710070716292498,287,29,72,238,1577,Transmute: Prismatic,1.0
TR1_1652126973,10,Nautilus,4,7,7,10,2.43,15060,23,54912,92615,34098,178386,0.1154097787799151,0.1710070716292498,287,29,72,42,1577,Guilty Pleasure,0.0
TR1_1652126973,10,Nautilus,4,7,7,10,2.43,15060,23,54912,92615,34098,178386,0.1154097787799151,0.1710070716292498,287,29,72,41,1577,Goliath,2.0
TR1_1652126973,11,Sion,5,5,6,0,0.83,6750,13,37041,54621,9233,53843,0.1450868385974407,0.2166477491754082,162,5,26,193,1577,Center of the Universe,2.0
TR1_1652126973,11,Sion,5,5,6,0,0.83,6750,13,37041,54621,9233,53843,0.1450868385974407,0.2166477491754082,162,5,26,64,1577,Perseverance,1.0
TR1_1652126973,12,Garen,5,0,8,2,0.25,7250,13,12974,28034,5810,35894,0.0508175516804356,0.11119450340406,87,1,25,233,1577,Ultimate Roulette,2.0
TR1_1652126973,12,Garen,5,0,8,2,0.25,7250,13,12974,28034,5810,35894,0.0508175516804356,0.11119450340406,87,1,25,313,1577,Tank Engine,1.0
TR1_1652126973,13,Yuumi,7,3,6,6,1.5,12750,17,17134,16901,12781,19637,0.0671140284459372,0.0670388485109419,283,72,8,123,1577,Summoner's Roulette,2.0
TR1_1652126973,13,Yuumi,7,3,6,6,1.5,12750,17,17134,16901,12781,19637,0.0671140284459372,0.0670388485109419,283,72,8,231,1577,Light Warden,1.0
TR1_1652126973,13,Yuumi,7,3,6,6,1.5,12750,17,17134,16901,12781,19637,0.0671140284459372,0.0670388485109419,283,72,8,102,1577,Don't Chase,0.0
TR1_1652126973,13,Yuumi,7,3,6,6,1.5,12750,17,17134,16901,12781,19637,0.0671140284459372,0.0670388485109419,283,72,8,15,1577,Circle of Death,2.0
